,zNDVIsum3,zvpdmean3,zprsum3,zdrydaysmean3,zGDDsum3,zsradmean3,ztmmxplussum3,Latitude,Longitude,year,month,pixel,NDVIsum3mean,vpdmean3mean,prsum3mean,sradmean3mean,drydaysmean3mean,Bp_zvpdmean3,Bp_zprsum3,Bvarp_zvpdmean3,Bvarp_zprsum3,Ap_zvpdmean3,Ap_zprsum3,Avarp_zvpdmean3,Avarp_zprsum3,AcovB_zvpdmean3,AcovB_zprsum3
0,0.430616676149,-0.391707584841,-1.24877788303,-0.284178478593,0.135316092024,-1.04210790509,-0.885411298773,48.985896,-99.4964576,2009,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425,0.0915008318159,0.145394451684,0.0811022511194,0.266848999663,-0.0100554093216,0.073587620801,0.0200481997655,0.104528817529,-0.0229320074189,0.135555952776
1,-1.75633736813,-0.0599483663831,-1.00366838958,-0.19438672357,-0.30824120028,1.01086132696,0.490144575026,48.985896,-99.4964576,2011,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425,0.0915008318159,0.145394451684,0.0811022511194,0.266848999663,-0.0100554093216,0.073587620801,0.0200481997655,0.104528817529,-0.0229320074189,0.135555952776
2,0.161533280974,2.79966334023,-0.948254417363,0.330100856312,-2.85337248822,1.43382288679,2.92503122476,48.985896,-99.4964576,2012,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425,0.0915008318159,0.145394451684,0.0811022511194,0.266848999663,-0.0100554093216,0.073587620801,0.0200481997655,0.104528817529,-0.0229320074189,0.135555952776
3,0.467880828222,0.151099515678,-0.403250102499,-0.339933647777,-0.665574993332,0.568386673129,0.553894719585,48.985896,-99.4964576,2013,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425,0.0915008318159,0.145394451684,0.0811022511194,0.266848999663,-0.0100554093216,0.073587620801,0.0200481997655,0.104528817529,-0.0229320074189,0.135555952776
4,0.696306582789,0.774494640321,-0.733558816778,1.67405976001,1.31250324608,1.08260733177,-0.758154499747,48.985896,-99.4964576,2015,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425,0.0915008318159,0.145394451684,0.0811022511194,0.266848999663,-0.0100554093216,0.073587620801,0.0200481997655,0.104528817529,-0.0229320074189,0.135555952776
5,0.229154441189,0.196220147139,0.085484630567,0.460707948747,0.213239665024,0.174559278027,-0.235546161154,47.7400225,-101.1452255,2008,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336,0.213958013509,0.222093600339,0.0520174799817,0.0570234929505,-0.0386219606361,0.0406355585515,0.018290080873,0.0101376622504,-0.0163263544888,0.00838556406378
6,-1.70962789719,-1.00598456306,-1.05629339514,-0.170268344033,0.464873218698,-0.785361387765,-1.15028384117,47.7400225,-101.1452255,2009,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336,0.213958013509,0.222093600339,0.0520174799817,0.0570234929505,-0.0386219606361,0.0406355585515,0.018290080873,0.0101376622504,-0.0163263544888,0.00838556406378
7,0.536238665147,-0.500833966614,2.00122703006,-0.956519135477,0.538776596432,0.644712760491,-0.430689513972,47.7400225,-101.1452255,2010,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336,0.213958013509,0.222093600339,0.0520174799817,0.0570234929505,-0.0386219606361,0.0406355585515,0.018290080873,0.0101376622504,-0.0163263544888,0.00838556406378
8,1.01705536737,2.93782191936,-1.29787508945,-0.295599251503,-3.04294096573,0.955368592157,2.97726410453,47.7400225,-101.1452255,2012,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336,0.213958013509,0.222093600339,0.0520174799817,0.0570234929505,-0.0386219606361,0.0406355585515,0.018290080873,0.0101376622504,-0.0163263544888,0.00838556406378
9,-0.628041825097,0.368774465955,-0.375428165125,1.71062135847,0.771732246986,1.17034740704,-0.509885141923,47.7400225,-101.1452255,2015,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336,0.213958013509,0.222093600339,0.0520174799817,0.0570234929505,-0.0386219606361,0.0406355585515,0.018290080873,0.0101376622504,-0.0163263544888,0.00838556406378
10,0.555221248577,0.188789596727,-0.485922633142,0.314694354576,0.467745856357,1.39836448334,-0.111397954765,47.7400225,-101.1452255,2016,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336,0.213958013509,0.222093600339,0.0520174799817,0.0570234929505,-0.0386219606361,0.0406355585515,0.018290080873,0.0101376622504,-0.0163263544888,0.00838556406378
11,-0.55443126733,-0.582336921017,0.911415813805,-0.199767263639,0.565924812294,0.181815400729,-0.858426927535,44.9494061,-99.5366123,2008,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623,-0.217675958668,0.486251821393,0.0525765831727,0.0697483904233,0.00825212769961,-0.0159042623163,0.0193005483257,0.0168585500681,-0.00294027345429,-0.00789011405378
12,1.43131013737,-0.764861500662,1.5671277419,-1.0368482806,0.695303972399,-0.768200855081,-0.673795936879,44.9494061,-99.5366123,2010,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623,-0.217675958668,0.486251821393,0.0525765831727,0.0697483904233,0.00825212769961,-0.0159042623163,0.0193005483257,0.0168585500681,-0.00294027345429,-0.00789011405378
