,zNDVIsum3,zvpdmean3,zprsum3,zdrydaysmean3,zGDDsum3,zsradmean3,ztmmxplussum3,Latitude,Longitude,year,month,pixel,NDVIsum3mean,vpdmean3mean,prsum3mean,sradmean3mean,drydaysmean3mean
0,0.430616676149,-0.391707584841,-1.24877788303,-0.284178478593,0.135316092024,-1.04210790509,-0.885411298773,48.985896,-99.4964576,2009,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425
1,-1.75633736813,-0.0599483663831,-1.00366838958,-0.19438672357,-0.30824120028,1.01086132696,0.490144575026,48.985896,-99.4964576,2011,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425
2,0.161533280974,2.79966334023,-0.948254417363,0.330100856312,-2.85337248822,1.43382288679,2.92503122476,48.985896,-99.4964576,2012,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425
3,0.467880828222,0.151099515678,-0.403250102499,-0.339933647777,-0.665574993332,0.568386673129,0.553894719585,48.985896,-99.4964576,2013,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425
4,0.696306582789,0.774494640321,-0.733558816778,1.67405976001,1.31250324608,1.08260733177,-0.758154499747,48.985896,-99.4964576,2015,8,60.0,1.59246310261,0.90173213606,232.742753429,258.451356634,3.94360812425
5,0.229154441189,0.196220147139,0.085484630567,0.460707948747,0.213239665024,0.174559278027,-0.235546161154,47.7400225,-101.1452255,2008,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336
6,-1.70962789719,-1.00598456306,-1.05629339514,-0.170268344033,0.464873218698,-0.785361387765,-1.15028384117,47.7400225,-101.1452255,2009,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336
7,0.536238665147,-0.500833966614,2.00122703006,-0.956519135477,0.538776596432,0.644712760491,-0.430689513972,47.7400225,-101.1452255,2010,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336
8,1.01705536737,2.93782191936,-1.29787508945,-0.295599251503,-3.04294096573,0.955368592157,2.97726410453,47.7400225,-101.1452255,2012,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336
9,-0.628041825097,0.368774465955,-0.375428165125,1.71062135847,0.771732246986,1.17034740704,-0.509885141923,47.7400225,-101.1452255,2015,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336
10,0.555221248577,0.188789596727,-0.485922633142,0.314694354576,0.467745856357,1.39836448334,-0.111397954765,47.7400225,-101.1452255,2016,8,317.0,1.65922746742,1.10961545925,213.028263112,268.968666678,4.15755248336
11,-0.55443126733,-0.582336921017,0.911415813805,-0.199767263639,0.565924812294,0.181815400729,-0.858426927535,44.9494061,-99.5366123,2008,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623
12,1.43131013737,-0.764861500662,1.5671277419,-1.0368482806,0.695303972399,-0.768200855081,-0.673795936879,44.9494061,-99.5366123,2010,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623
13,0.0385690749971,2.61607949945,-0.874361212222,-0.630628768357,-2.18510155798,1.27977055843,2.42679808115,44.9494061,-99.5366123,2012,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623
14,0.324403643952,-0.669484776172,-0.323045736036,-0.20549217098,1.62901164847,-0.337679321228,-1.57309149886,44.9494061,-99.5366123,2014,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623
15,-1.23985158899,0.158152659455,-1.4924848598,0.866061137982,0.448424359564,2.04842901598,-0.0875633719125,44.9494061,-99.5366123,2016,7,327.0,1.61320581059,1.12503674335,217.795709241,274.098334601,4.37009728623
16,1.85401189995,-0.227126425262,1.12570392979,0.152561952215,1.07169695107,0.988525057508,-0.894407135376,46.1963576,-99.5161307,2008,8,396.0,1.85160899252,1.11377781981,230.587068183,265.996994059,4.25685270524
17,-0.180035957787,-1.3101407158,-0.0819048351955,0.334604363382,0.415414219203,-0.58864037646,-1.14566436262,46.1963576,-99.5161307,2009,8,396.0,1.85160899252,1.11377781981,230.587068183,265.996994059,4.25685270524
18,-0.991865031997,0.55006536964,1.54196068053,-0.855579709625,-1.2253939964,-0.0480594386834,1.21584583565,46.1963576,-99.5161307,2011,8,396.0,1.85160899252,1.11377781981,230.587068183,265.996994059,4.25685270524
19,-0.646801371799,-1.41489858526,0.304468351165,-0.912301313104,1.6509389924,-1.88165218412,-1.65831415926,46.1963576,-99.5161307,2014,8,396.0,1.85160899252,1.11377781981,230.587068183,265.996994059,4.25685270524
20,0.234788581643,0.0772139559015,-0.564852694181,-0.1981908693,1.27901869688,1.29060584878,-0.886754725083,46.1963576,-99.5161307,2015,8,396.0,1.85160899252,1.11377781981,230.587068183,265.996994059,4.25685270524
21,-0.270098120006,0.819477335966,-0.485330636604,3.29891414521,0.704742858659,0.40397849514,-0.509984663362,46.1963576,-99.5161307,2017,8,396.0,1.85160899252,1.11377781981,230.587068183,265.996994059,4.25685270524
22,-1.68382477982,-0.0338202171358,0.472433701924,-0.655782407673,-0.093457145187,0.202361517747,-0.00962834776928,47.4538193,-100.4035764,2008,9,437.0,1.49365808163,1.18732724002,160.933064575,234.798817314,5.9432155658
23,0.590160868759,-0.785266408921,-0.76840435604,0.133195282978,1.76123893289,0.140657859443,-1.51370033276,47.4538193,-100.4035764,2009,9,437.0,1.49365808163,1.18732724002,160.933064575,234.798817314,5.9432155658
24,0.508553785017,0.672100102592,-0.569233539418,-0.841414317397,0.107335916357,-0.0321580346157,0.40124463456,47.4538193,-100.4035764,2013,9,437.0,1.49365808163,1.18732724002,160.933064575,234.798817314,5.9432155658
25,0.732236980888,-0.22467927136,0.890752239496,-0.410573257656,0.924862407145,-0.596836573791,-0.716580054242,47.4538193,-100.4035764,2014,9,437.0,1.49365808163,1.18732724002,160.933064575,234.798817314,5.9432155658
26,-0.147126854846,-0.569818897443,0.953606751863,-0.738079781975,1.06551646675,-0.00593059826988,-0.915257201235,47.4538193,-100.4035764,2016,9,437.0,1.49365808163,1.18732724002,160.933064575,234.798817314,5.9432155658
27,0.734093634839,0.15533673408,-0.268277668563,0.457639999423,-0.112691433703,0.576100685913,0.0577076643266,46.4310873,-101.9811977,2008,8,445.0,1.51165926389,1.32669361503,201.636884061,273.369530121,5.47921146953
28,0.0807354885169,-1.77980023225,0.0576488748022,-0.566414750485,1.65633982593,-0.73924000872,-2.0550825119,46.4310873,-101.9811977,2009,8,445.0,1.51165926389,1.32669361503,201.636884061,273.369530121,5.47921146953
